addr:street,building,name,name:kn,addr:housenumber,addr:city,addr:postcode,name:en,nodes,building:levels,building:material,alt_name,shop,amenity,government,office,roof:levels,addr:housename,addr:suburb,organic,payment:credit_cards,payment:debit_cards,website,addr:country,branch,brand,brand:wikidata,email,phone,note,addr:district,addr:full,addr:state,source,nohousenumber,religion,layer,brand:ks,brand:pa,brand:ur,brand:wikipedia,cuisine,name:ks,name:pa,name:ur,takeaway,tourism,fixme,opening_hours,landuse,check_date,operator,dog,internet_access,pets,roof:shape,short_name,healthcare,air_conditioning,not:brand:wikidata,payment:cash,payment:contactless,building:levels:underground,construction,height,ways,type,building_category,area_sqm,levels,estimated_floor_area_sqm,height_meters,has_address,longitude,latitude
nan,yes,nan,nan,nan,nan,nan,nan,"[3576210992, 3576213293, 3576210991, 3576210990, 3576210992]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,107.86349991282813,,107.86349991282813,,False,77.62421994999998,12.93954425
nan,yes,nan,nan,nan,nan,nan,nan,"[3576213307, 3576213304, 3576213300, 3576213301, 3576213307]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,133.48625831233696,,133.48625831233696,,False,77.62054373185417,12.942448954280971
nan,yes,nan,nan,nan,nan,nan,nan,"[3576210981, 3576210980, 3576210978, 3576210979, 3576210981]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,82.82429974508398,,82.82429974508398,,False,77.63023652013037,12.932023562712713
nan,yes,nan,nan,nan,nan,nan,nan,"[3576213297, 3576213303, 3576213302, 3576213306, 3576213305, 3576213299, 3576213298, 3576213296, 3576213297]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,393.74388346283075,,393.74388346283075,,False,77.61960805645472,12.942378244001477
nan,yes,nan,nan,nan,nan,nan,nan,"[3576379000, 3576378998, 3576378997, 3576378999, 3576379000]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,59.39309421666259,,59.39309421666259,,False,77.62415620230263,12.939479833140682
nan,yes,nan,nan,nan,nan,nan,nan,"[3580351432, 3580351431, 3580351429, 3580351430, 3580351432]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,32.85135901992775,,32.85135901992775,,False,77.63919485000001,12.925368000000002
nan,yes,nan,nan,nan,nan,nan,nan,"[3580352450, 3580352434, 3580352439, 3580352455, 3580352450]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,117.01704461208615,,117.01704461208615,,False,77.63940870421136,12.926981318788952
nan,yes,nan,nan,nan,nan,nan,nan,"[3580352437, 3580352431, 3580352414, 3580352427, 3580352437]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,144.83333280105126,,144.83333280105126,,False,77.639253,12.92686715
nan,yes,nan,nan,nan,nan,nan,nan,"[3580351447, 3580351446, 3580351441, 3580351442, 3580351447]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,90.39911500890781,,90.39911500890781,,False,77.63925427226407,12.926235239466536
nan,yes,nan,nan,nan,nan,nan,nan,"[3580352479, 3580352476, 3580352462, 3580352467, 3580352479]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,75.25805122112877,,75.25805122112877,,False,77.63937715254117,12.927135168045522
nan,yes,nan,nan,nan,nan,nan,nan,"[3580352421, 3580352411, 3580352395, 3580352409, 3580352421]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,89.98716730273883,,89.98716730273883,,False,77.63912711706405,12.92676429891538
nan,yes,nan,nan,nan,nan,nan,nan,"[3580352482, 3580352477, 3580352461, 3580352466, 3580352482]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,85.0967962557306,,85.0967962557306,,False,77.63912855096137,12.927138717259034
nan,yes,nan,nan,nan,nan,nan,nan,"[3580352454, 3580352459, 3580352475, 3580352471, 3580352454]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,88.32662805249714,,88.32662805249714,,False,77.6391945,12.9270993
nan,yes,nan,nan,nan,nan,nan,nan,"[3580352487, 3580352485, 3580352473, 3580352478, 3580352487]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,73.09022563564501,,73.09022563564501,,False,77.63924406642727,12.92720332302679
nan,yes,nan,nan,nan,nan,nan,nan,"[3580352465, 3580352458, 3580352445, 3580352449, 3580352465]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,80.03745873637573,,80.03745873637573,,False,77.63954022256542,12.927039511128593
nan,yes,nan,nan,nan,nan,nan,nan,"[3580352472, 3580352483, 3580352480, 3580352468, 3580352472]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,75.38790870062289,,75.38790870062289,,False,77.6393109,12.927169049999998
nan,yes,nan,nan,nan,nan,nan,nan,"[3580352474, 3580352469, 3580352452, 3580352460, 3580352474]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,93.98203713115407,,93.98203713115407,,False,77.63946424999999,12.9270931
nan,yes,nan,nan,nan,nan,nan,nan,"[3580351450, 3580351449, 3580351443, 3580351444, 3580351450]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,149.29391488683933,,149.29391488683933,,False,77.63959886072516,12.926303022767986
nan,yes,nan,nan,nan,nan,nan,nan,"[3580352424, 3580352420, 3580352400, 3580352404, 3580352424]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,112.87839620581907,,112.87839620581907,,False,77.63981008945633,12.926753377581456
nan,yes,nan,nan,nan,nan,nan,nan,"[3580351460, 3580351455, 3580351452, 3580351454, 3580351460]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,172.68047147605014,,172.68047147605014,,False,77.6394666901602,12.926442527619907
nan,yes,nan,nan,nan,nan,nan,nan,"[3580352419, 3580352415, 3580352397, 3580352403, 3580352419]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,86.28467128684338,,86.28467128684338,,False,77.63993540000001,12.92672195
nan,yes,nan,nan,nan,nan,nan,nan,"[3580351453, 3580351451, 3580351445, 3580351448, 3580351453]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,154.26802335778956,,154.26802335778956,,False,77.63945228894069,12.926327428223367
nan,yes,nan,nan,nan,nan,nan,nan,"[3580351428, 3580351427, 3580351423, 3580351424, 3580351428]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,53.69548217491575,,53.69548217491575,,False,77.63919159387534,12.925296327244483
nan,yes,nan,nan,nan,nan,nan,nan,"[3580352402, 3580352406, 3580352426, 3580352418, 3580352402]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,74.56286720779659,,74.56286720779659,,False,77.63941614999999,12.926781749999998
nan,yes,nan,nan,nan,nan,nan,nan,"[3580352443, 3580352436, 3580352423, 3580352429, 3580352443]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,116.72249779986272,,116.72249779986272,,False,77.63955084999999,12.9269029
nan,yes,nan,nan,nan,nan,nan,nan,"[3580352440, 3580352435, 3580352422, 3580352428, 3580352440]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,121.35501303404277,,121.35501303404277,,False,77.63972392209423,12.926895761701736
nan,yes,nan,nan,nan,nan,nan,nan,"[3580352430, 3580352425, 3580352408, 3580352413, 3580352430]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,94.76882697811946,,94.76882697811946,,False,77.63935150274654,12.926816317761139
nan,yes,nan,nan,nan,nan,nan,nan,"[3580352401, 3580352398, 3580351477, 3580351479, 3580352401]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,96.23785572195989,,96.23785572195989,,False,77.6397776832133,12.926629433558775
nan,yes,nan,nan,nan,nan,nan,nan,"[3580352394, 3580351491, 3580351475, 3580351478, 3580352394]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,78.29612104616758,,78.29612104616758,,False,77.63985840000001,12.926615949999997
nan,yes,nan,nan,nan,nan,nan,nan,"[3580351474, 3580351471, 3580351456, 3580351459, 3580351474]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,85.06205736012248,,85.06205736012248,,False,77.63983302765982,12.926518161122681
nan,yes,nan,nan,nan,nan,nan,nan,"[3580352442, 3580352446, 3580352463, 3580352456, 3580352442]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,82.72875848922759,,82.72875848922759,,False,77.63933469999999,12.927021499999999
nan,yes,nan,nan,nan,nan,nan,nan,"[3580352405, 3580352393, 3580351480, 3580351489, 3580352405]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,88.15871505890152,,88.15871505890152,,False,77.63908328278036,12.926693001172833
nan,yes,nan,nan,nan,nan,nan,nan,"[3580352447, 3580352453, 3580352470, 3580352464, 3580352447]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,89.79933022168235,,89.79933022168235,,False,77.63926801818613,12.92706349252056
nan,yes,nan,nan,nan,nan,nan,nan,"[3580351440, 3580351439, 3580351437, 3580351438, 3580351440]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,89.64754455877011,,89.64754455877011,,False,77.63923832221663,12.926123243068023
nan,yes,nan,nan,nan,nan,nan,nan,"[3580351469, 3580351467, 3580351457, 3580351458, 3580351469]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,83.83106513437312,,83.83106513437312,,False,77.63965889134694,12.926538677348887
nan,yes,nan,nan,nan,nan,nan,nan,"[3580351436, 3580351435, 3580351433, 3580351434, 3580351436]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,104.63719701800719,,104.63719701800719,,False,77.63922977612931,12.926010758862937
nan,yes,nan,nan,nan,nan,nan,nan,"[3580352407, 3580352399, 3580351464, 3580351476, 3580352407]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,147.575213874343,,147.575213874343,,False,77.63933295000001,12.926662099999998
nan,yes,nan,nan,nan,nan,nan,nan,"[3580351483, 3580352416, 3580352410, 3580351473, 3580351483]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,212.59264927165486,,212.59264927165486,,False,77.63923030000001,12.9267028
nan,yes,nan,nan,nan,nan,nan,nan,"[3580352417, 3580352412, 3580351486, 3580352396, 3580352417]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,128.82272798311968,,128.82272798311968,,False,77.6394907178529,12.926738643206178
nan,yes,nan,nan,nan,nan,nan,nan,"[3580351492, 3580351482, 3580351461, 3580351466, 3580351492]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,164.36062976334634,,164.36062976334634,,False,77.63942984824727,12.926613685739362
nan,yes,nan,nan,nan,nan,nan,nan,"[3580351487, 3580351485, 3580351465, 3580351472, 3580351487]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,91.73889978964948,,91.73889978964948,,False,77.64001733532096,12.926588030690326
nan,yes,nan,nan,nan,nan,nan,nan,"[3580352457, 3580352451, 3580352438, 3580352444, 3580352457]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,85.78570708825049,,85.78570708825049,,False,77.63961913278867,12.927004006713968
nan,yes,nan,nan,nan,nan,nan,nan,"[3587243271, 3587243269, 3587243260, 3587243262, 3587243271]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,298.9571600639417,,298.9571600639417,,False,77.62078600269759,12.943688317888718
nan,yes,nan,nan,nan,nan,nan,nan,"[3587243263, 3587243259, 3587243261, 3587243266, 3587243263]",1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,145.72786633869106,1.0,145.72786633869106,,False,77.62114155117057,12.943634534062063
nan,yes,nan,nan,nan,nan,nan,nan,"[3587251393, 3587243288, 3587243283, 3587243287, 3587251393]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,149.43711329390226,,149.43711329390226,,False,77.62044741728937,12.944072098907398
nan,yes,nan,nan,nan,nan,nan,nan,"[3587251402, 3587251400, 3587243292, 3587251397, 3587251402]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,145.29142282803122,,145.29142282803122,,False,77.6205105,12.944198299999998
nan,yes,nan,nan,nan,nan,nan,nan,"[3587251405, 3587251399, 3587243282, 3587243291, 3587251405]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,709.8891658083382,,709.8891658083382,,False,77.61962729999999,12.9441451
nan,yes,nan,nan,nan,nan,nan,nan,"[3587243290, 3587243285, 3587243274, 3587243277, 3587243290]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,191.60665343607428,,191.60665343607428,,False,77.62074915,12.9440009
nan,yes,nan,nan,nan,nan,nan,nan,"[3587251408, 3587251395, 3587251401, 3587251409, 3587251408]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,407.26010429292,,407.26010429292,,False,77.62005191747379,12.944296138415082
nan,yes,nan,nan,nan,nan,nan,nan,"[3587243286, 3587243281, 3587243275, 3587243280, 3587243286]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,residential,124.3816238591151,,124.3816238591151,,False,77.62039861694906,12.943993199561694
